professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,name_not_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,help_useful,help_not_useful,comments,word_comment,gender,race,asian,hispanic,nh_black,nh_white,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,hilarious,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline
C  Conrad,Volunteer State Community College,Mathematics department, Gallatin, TN,8.0,2.3,17%,4.0,Tough Grader (8)  LOTS OF HOMEWORK (7)  Skip class? You won\'t pass. (5)  LECTURE HEAVY (4)  Hilarious (1)  GRADED BY FEW THINGS (1)  Get ready to read (1)  TEST HEAVY (1),35.0,12/11/2009,NAN,MATH1130,4.5,3.0,,,,,0.0,0.0,Mr. Conrad is a great teacher. I am terrible at math and had to take developmental courses all of which I took with Conrad. He helped me figure it out and as long as you go to class and do the work he gives you the benefit of the doubt. He\'s a great instructor. I\'m in college algebra now and when I ask questions he always helps willingly.,68.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0
Linda  Polin,Pepperdine University Graduate School of Education and Psychology,Education department, West Los Angeles, CA,11.0,3.1,,3.8,,8.0,07/31/2007,NAN,EDC638,1.0,3.0,,,,,0.0,1.0,Linda is very disorganized & hard to follow. Her teaching methods leave much to be desired. She won\'t help students she dislikes. She openly harasses students of certain minority ethnicities and does whatever she can to thin their ranks and keep their achievement low. Tread carefully. She nearly turned my educational experience into a nightmare.,55.0,male,nh_white,0.023518777,0.31088558,0.0113985175,0.65419704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John  Ferguson,Eastern Kentucky University,Education department, Richmond, KY,14.0,4.3,,1.4,Respected (1)  Inspirational (1)  Caring (1),15.0,05/10/2006,NAN,ELE322,5.0,1.0,,,,,0.0,0.0,Dr. Ferguson is an awesome teacher. He knows his stuff and he makes his class very fun. Assingments are easy and he is very clear. Tests are easy if you look over notes. No book was required. He was the best teacher I have had yet. I hated to see this class end! If would love it if all classes were this way!!!,63.0,male,nh_white,0.020318355,0.04913254,0.46115834,0.4693908,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,01/16/2012,NAN,CHM111,5.0,1.0,,,,,0.0,0.0,She made chemistry easy and understandable. I\'m disappointed that she isn\'t teaching CHM 112,14.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
James  Arvo,University of California Irvine,Engineering department, Irvine, CA,6.0,4.6,,2.7,,27.0,05/30/2010,NAN,EECS204,5.0,1.0,,,,,0.0,0.0,Amazing class has an in depth understanding of the subjects and is a pioneer in the field of ray tracing and realistic image synthesis. Thew classes flow very smooth very comprehensible. Possibly the one of the best course i\'ve taken.,40.0,male,nh_white,0.041626584,0.30135983,0.049820285,0.60719323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William  Irvine,York University (all campuses),History department, Toronto, ON,4.0,4.2,,3.0,,112.0,06/26/2007,NAN,HIST1,3.0,4.0,,,,,0.0,0.0,TOUGH CLASS IRVINE KNOWS HIS STUFF,6.0,male,hispanic,0.05494308,0.5603916,0.09732618,0.28733915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob  Nelson,University of Delaware,Business department, Newark, DE,13.0,3.3,,3.2,,18.0,01/12/2006,NAN,HRIM218,3.0,2.0,,,,,0.0,0.0,Ok guy and an ok professor. The class is great and since he is the only one that teaches it you really have no choice. He knows what he\'s talking about and he tries to make it interesting. If you get into it the class can be fun. It\'s easy no matter what.,53.0,male,nh_white,0.016348012,0.032340568,0.32023486,0.6310765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D  Warner,Volunteer State Community College,Communication department, Gallatin, TN,8.0,4.4,,1.9,Respected (1)  Participation matters (1)  Caring (1),24.0,12/11/2006,NAN,COM100,5.0,1.0,,,,,0.0,0.0,Always helpful,2.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim  Finn,DeVry University,Psychology department, North Brunswick, NJ,11.0,4.5,,2.4,Participation matters (1)  EXTRA CREDIT (1),31.0,01/17/2008,NAN,PSYCH101,5.0,4.0,,,,,0.0,1.0,Great person with genuine interest in her students. No nonsense which is defiantly needed at a place like DeVry. Also wicked booty no matter what age.,26.0,male,nh_white,0.008272339,0.036276795,0.033983715,0.9214671999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
J  Allen,Volunteer State Community College,Health Science department, Gallatin, TN,11.0,4.6,,2.7,Inspirational (1)  Amazing lectures (1)  Tough Grader (1)  Caring (1)  Clear grading criteria (1)  Get ready to read (1),16.0,10/08/2005,NAN,MEDICALTERM,5.0,2.0,,,,,0.0,0.0,No Comments,2.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Jeffrey  Sawyer,University of Baltimore,History department, Baltimore, MD,12.0,3.7,,3.6,GROUP PROJECTS (2)  Hilarious (1)  Tough Grader (1)  Gives good feedback (1)  Get ready to read (1),14.0,02/25/2009,NAN,HISTUNK,5.0,4.0,,,,,0.0,1.0,Took him back in the early 90\'s for English Legal History (2 courses) and one other I forget at the time. Loved the classes at the time got some of my best undergrad work out of me. Then again his courses inspired my ill-fated (and short lived) law school career so not sure if I should recommend him or not.,60.0,male,nh_white,0.0065066754,0.020175837,0.461634,0.5116835,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
Jerry  Johnson,Western Washington University,Mathematics department, Bellingham, WA,6.0,4.4,,3.4,Caring (1)  Respected (1),39.0,12/06/2010,NAN,MATH124,4.5,3.0,,,,,0.0,0.0,Jerry is an amazing teacher. He\'s super helpful and involves everybody in the class. He\'s super easy to talk to-- in office hours and out. He takes time to learn about each one of his students. His class is so much fun-- he\'s hilarious! He\'ll make you like math more than you did previously guaranteed.,55.0,male,nh_black,0.00424307,0.003353275,0.92095935,0.07144428,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amin  Ibrahim,University of Texas Rio Grande Valley (all campuses),Chemistry department, Multiple Cities, TX,11.0,4.0,,2.5,Hilarious (1)  Caring (1),22.0,08/05/2014,NAN,CHEM1301,4.5,3.0,,,,,0.0,0.0,Dr. Ibrahim is a truly a great professor. The material he covers isn\'t easy but he makes sure that he explains it in a way in which the whole class will understand. Although the homework isn\'t mandatory it really helps you grasp the main idea of the material and he also uses it as extra credit towards your final grade! Hard but not impossible!,64.0,male,hispanic,0.033485346,0.6401587,0.061941512,0.2644145,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jeffrey  Kent,Volunteer State Community College,Biology department, Gallatin, TN,5.0,3.7,100%,4.4,EXTRA CREDIT (9)  Gives good feedback (8)  Caring (6)  Skip class? You won\'t pass. (5)  Tough Grader (4)  Respected (4)  ACCESSIBLE OUTSIDE CLASS (3)  Amazing lectures (3)  Get ready to read (3)  LECTURE HEAVY (2)  Participation matters (1)  TEST HEAVY (1)  Inspirational (1)  Clear grading criteria (1),64.0,05/20/2014,NAN,AP2,3.5,3.0,Not Mandatory,,,A+,2.0,1.0,Dr. Kent is a very thorough professor. He gives a ton of information and the tests can be difficult. As long as you study the essay questions and notes an A is possible. He gives a lot of extra credit on every test. Highly recommend.,45.0,male,nh_white,0.03493575,0.08361041,0.2606702,0.6207835999999999,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0
Nancy  Jones,La Salle University,Chemistry department, Philadelphia, PA,14.0,4.4,,2.3,Inspirational (2)  Respected (1)  Gives good feedback (1)  ACCESSIBLE OUTSIDE CLASS (1),24.0,02/23/2017,NAN,CHM403,5.0,4.0,Mandatory,Yes,Yes,A,0.0,0.0,"Nancy would ask us to explain some phenomenon and we would always say ""shielding"" (which was the correct but lazy answer in every case) and she got wise and started requiring us to defend that answer. Since then I\'ve never given an answer I couldn\'t defend in any medium on any topic. 4 instead of 5 for defriending me on Facebook.",61.0,male,nh_white,0.003647258,0.016916562,0.018153176,0.96128297,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Raines  Carter,Georgia State University Perimeter College - Decatur,Law department, Decatur, GA,9.0,4.8,,1.2,,22.0,05/17/2009,NAN,BUSA2106,5.0,1.0,,,,,1.0,0.0,Very nice man..Easy grade..Love this guy,6.0,male,nh_black,0.0054909093,0.05833652,0.6924908000000001,0.24368174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jennifer  Austin,Winthrop University,Music department, Rock Hill, SC,13.0,4.7,,2.0,Gives good feedback (1)  Tough Grader (1)  Clear grading criteria (1),27.0,11/13/2005,NAN,PIANOI,5.0,1.0,,,,,0.0,0.0,EASY EASY EASY and Fun!!!!,5.0,male,nh_white,0.0072265817,0.013167376,0.016106816,0.96349925,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
John  Reed,University of Utah,History department, Salt Lake City, UT,3.0,3.3,29%,3.3,LECTURE HEAVY (17)  Tough Grader (8)  TEST HEAVY (7)  GRADED BY FEW THINGS (6)  Get ready to read (4)  Skip class? You won\'t pass. (3)  Amazing lectures (2)  SO MANY PAPERS (2)  Clear grading criteria (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1)  Hilarious (1),55.0,02/12/2018,NAN,BUS3930,5.0,3.0,,Yes,Yes,A,0.0,0.0,John is an amazing lecturer his tangents are hilarious and usually relate back to the point. This class was actually super interesting; if you care about business in the slightest learning about its history in America is pretty tight. TA was trash but the class was awesome. It was graded on two essays but the prompts are given months ahead.,60.0,male,nh_white,0.026427288,0.034834992,0.18517151,0.7535662,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0
Gary  Bruce,University of Waterloo,History department, Waterloo, ON,11.0,4.8,,3.0,Inspirational (5)  Respected (4)  Amazing lectures (2)  Clear grading criteria (1)  Get ready to read (1)  Hilarious (1)  Gives good feedback (1)  Caring (1),71.0,03/24/2015,NAN,223,5.0,2.0,Not Mandatory,Yes,Yes,A,1.0,0.0,This prof is honestly one of the best I\'ve ever had.,11.0,male,nh_white,0.03804637,0.12749307,0.33395848,0.50050205,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Dennis  Johnston,The College of Saint Rose,Music department, Albany, NY,11.0,3.9,,2.2,Participation matters (1),17.0,09/10/2005,NAN,UNDERGRADGRAD,3.0,2.0,,,,,1.0,0.0,Hes pretty cool. Hes classes are ok he goes on tangents but hes a nice guy and you can pretty much do nothing in his classes.,26.0,male,nh_black,0.003925266,0.015878208,0.92846614,0.051730324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David  Cooper,Case Western Reserve University,Economics department, Cleveland, OH,5.0,4.0,,2.6,,22.0,01/20/2007,NAN,ECON309,4.5,2.0,,,,,0.0,1.0,very clear. weekly quizes are easy and the curve at the end of the class makes it impossible to do bad,21.0,male,nh_white,0.012090117,0.1465351,0.32199353,0.5193812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raymond  Wolf,Pensacola State College,English department, Pensacola, FL,10.0,4.0,,1.7,Hilarious (2)  Amazing lectures (2)  Inspirational (1),30.0,12/03/2006,NAN,HUM3069,1.0,3.0,,,,,2.0,2.0,He\'s evil very inappropriate,4.0,male,hispanic,0.020146044,0.68633896,0.08743143,0.20608349,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Richard  Curtis,John Jay College of Criminal Justice,Anthropology department, New York, NY,7.0,5.0,,1.7,Hilarious (9)  Respected (5)  Inspirational (2)  Gives good feedback (1)  GROUP PROJECTS (1)  LECTURE HEAVY (1)  Caring (1)  Clear grading criteria (1)  ACCESSIBLE OUTSIDE CLASS (1),37.0,12/02/2017,NAN,ANT110,5.0,3.0,Not Mandatory,Yes,Yes,B+,0.0,0.0,One of the best professors I have ever taken. No exams no textbooks. Great professor and easy class.,18.0,male,hispanic,0.038639273,0.39265642,0.2436363,0.325068,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
John  Burton,Connecticut College,Anthropology department, New London, CT,9.0,4.4,,2.6,,32.0,10/19/2004,NAN,INTRO,4.0,3.0,,,,,0.0,0.0,He was everything you would want a college professor to be extremely intelligent fascinating and a bit arogant all at the same time.,23.0,male,nh_white,0.017392045,0.14484592,0.18086927,0.6568928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John  Ferguson,Eastern Kentucky University,Education department, Richmond, KY,14.0,4.3,,1.4,Respected (1)  Inspirational (1)  Caring (1),15.0,04/06/2006,NAN,ELEPE,5.0,2.0,,,,,1.0,0.0,One of the sweetest people I\'ve ever met! Know his stuff fun and enthusiastic. Great teacher!,16.0,male,nh_white,0.020318355,0.04913254,0.46115834,0.4693908,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Katherine  Jones,Philadelphia University,Geography department, Philadelphia, PA,13.0,3.4,,3.6,LOTS OF HOMEWORK (3)  Get ready to read (2)  SO MANY PAPERS (1)  Participation matters (1)  Tough Grader (1)  LECTURE HEAVY (1),27.0,11/19/2004,NAN,CLASSGENDERRACE,3.0,4.0,,,,,0.0,0.0,If you take this class you will have a ton of work she will kill you on papers. This is definately not a class to take if you have a lot on your plate. Great teacher and interesting lectures at times but if you are a design major with a lot of work you might want to think twice.,59.0,male,nh_white,0.0115335705,0.07444105,0.042686913,0.8713385,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0
Jim  Walker,Indiana University Bloomington,Economics department, Bloomington, IN,12.0,3.9,,2.9,Gives good feedback (2)  Respected (2)  Skip class? You won\'t pass. (2)  EXTRA CREDIT (1)  Participation matters (1)  ACCESSIBLE OUTSIDE CLASS (1)  Clear grading criteria (1)  TEST HEAVY (1),27.0,05/15/2009,NAN,ECONE201,3.0,3.0,,,,,0.0,0.0,Prof. Walker is a good teacher. I feel like it\'s really hard to understand what he is actually trying to say most of the time though. However if you read the book and actually study and try to understand vs. memorize the material you will be fine. If you put effort into the class you\'ll get an A/B bc the tests aren\'t extremely hard conceptually,65.0,male,nh_black,0.00532338,0.008238866,0.8739302,0.11250749,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Desmond  Harding,Central Michigan University,English department, Mount Pleasant, MI,6.0,4.2,80%,3.2,Get ready to read (5)  Gives good feedback (5)  SO MANY PAPERS (4)  Caring (4)  Tough Grader (2)  LOTS OF HOMEWORK (2)  Skip class? You won\'t pass. (2)  Hilarious (2)  Amazing lectures (1)  Participation matters (1)  ACCESSIBLE OUTSIDE CLASS (1)  LECTURE HEAVY (1)  Clear grading criteria (1)  GRADED BY FEW THINGS (1),78.0,04/10/2014,NAN,ENG201,1.0,5.0,,,,,0.0,0.0,Absolutely awful experience in the class. I always felt as if I was drowning and he did little to help when I asked questions. He has a way of giving you an answer without actually answering anything and leaving you more confused than when you asked the question in the first place.,52.0,male,nh_white,0.023864917,0.40464708,0.052973956,0.5185141,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
Guy  King,California State University Chico,Geography department, Chico, CA,11.0,3.9,,1.9,Get ready to read (2)  Clear grading criteria (2),26.0,03/02/2006,NAN,GEOGRAPHY,5.0,3.0,,,,,0.0,0.0,Really enjoyed this professor. Very professional demeanor interesting topics. Fair.,10.0,male,hispanic,0.013929932,0.58274835,0.032823265,0.37049845,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Desmond  Harding,Central Michigan University,English department, Mount Pleasant, MI,6.0,4.2,80%,3.2,Get ready to read (5)  Gives good feedback (5)  SO MANY PAPERS (4)  Caring (4)  Tough Grader (2)  LOTS OF HOMEWORK (2)  Skip class? You won\'t pass. (2)  Hilarious (2)  Amazing lectures (1)  Participation matters (1)  ACCESSIBLE OUTSIDE CLASS (1)  LECTURE HEAVY (1)  Clear grading criteria (1)  GRADED BY FEW THINGS (1),78.0,12/01/2011,NAN,ENG240,2.0,4.0,,,,,0.0,0.0,At first the class seems great: humorous discussion-based. But entertainment can only disguise the lack of content for so long. His arrogance and sarcasm cross the line from enjoyable to inappropriate. Instructions are oftentimes long and confusing. If you want to actually learn don\'t take Harding. Overall an extremely frustrating experience.,51.0,male,nh_white,0.023864917,0.40464708,0.052973956,0.5185141,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0
Mimi  Fagan,Rock Valley College,Education department, Rockford, IL,11.0,4.3,,3.0,,9.0,03/03/2014,CHD100,NAN,4.5,5.0,Mandatory,Yes,,B+,0.0,0.0,Never physically met her but she responed to emails promptly. I enjoyed the class we used the test and the tests came right from that. Make sure to study for exams lots of memorization and cover a lot of material.,40.0,male,nh_white,0.028898863,0.091124035,0.13778469,0.7421924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
John  Nelson,University of South Carolina,Biology department, Columbia, SC,14.0,3.9,,3.8,Skip class? You won\'t pass. (2)  GRADED BY FEW THINGS (1)  Tough Grader (1),23.0,05/09/2007,NAN,BIOL527,3.5,5.0,,,,,0.0,0.0,This class requires as much studying and class prep. as does Organic Chem. You will have a quiz every class. You have a huge plant collection to do on top of large comprehensive exams. I learned a great deal in this class but still would not recommend it unless you are a work-a-holic,53.0,male,nh_white,0.012965596,0.06151444,0.038672782,0.8868472,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Margaret  Mitchell,University of the Incarnate Word,Theater department, San Antonio, TX,13.0,4.9,,4.0,Amazing lectures (2)  Inspirational (1)  Tough Grader (1)  Caring (1)  Gives good feedback (1)  Get ready to read (1)  Respected (1),6.0,08/30/2005,NAN,TOOKTHEMALL,5.0,4.0,,,,A,0.0,0.0,She great! I love her. She tough yet hepfull!!!!,9.0,male,nh_black,0.014247455,0.065321095,0.4653146,0.45511678,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Pamela  Jackson,Radford University,Psychology department, Radford, VA,13.0,2.5,,3.8,Skip class? You won\'t pass. (4)  LOTS OF HOMEWORK (2)  EXTRA CREDIT (1)  Participation matters (1)  Tough Grader (1)  GROUP PROJECTS (1)  Get ready to read (1)  Gives good feedback (1),27.0,01/04/2009,NAN,PSYC201,4.0,4.0,,,,,0.0,0.0,Class turned out to be way better than I expected. There were tough assignments/papers but she is such a nice lady and is ALWAYS willing to help out students. I am definitely taking her again for Psyc 202!,38.0,male,nh_white,0.016779985,0.0169619139999999,0.45674703,0.5095111,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
Laura  Colbert,Harper College,Theater department, Palatine, IL,11.0,3.0,,3.0,LOTS OF HOMEWORK (1)  Gives good feedback (1)  Get ready to read (1)  Inspirational (1)  Clear grading criteria (1),30.0,12/20/2013,NAN,SPE101,1.0,5.0,Mandatory,,,B-,1.0,2.0,Treats students more like friends than pupils. I needed a teacher and not a friend. At times hard to follow. Take with caution.,23.0,male,nh_white,0.017346703,0.029475305,0.26035756,0.6928204000000001,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Frank  Foster,Seneca College of Applied Arts and Technology-ALL,Business department, Toronto, ON,8.0,4.5,,1.7,Respected (3)  Gives good feedback (3)  Clear grading criteria (1)  Participation matters (1)  EXTRA CREDIT (1),52.0,04/21/2009,NAN,MGS410,5.0,1.0,,,,,0.0,0.0,Nice teacher and he explains everything.,6.0,male,nh_white,0.008172002,0.04219666,0.3679265,0.5817048,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Beth  Todd,University of Alabama,Engineering department, Tuscaloosa, AL,15.0,4.3,,1.1,Clear grading criteria (3)  Skip class? You won\'t pass. (3)  Participation matters (2)  ACCESSIBLE OUTSIDE CLASS (1)  Respected (1),16.0,12/24/2014,NAN,ME101,4.0,1.0,,Yes,Yes,,0.0,0.0,I\'m pretty sure you\'re given an A+ just for registering. This class requires no effort what\'s so ever but then again I didn\'t realky learn much. Easy A,28.0,male,nh_white,0.03340281,0.44830543,0.030200649,0.48809105,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
